"州名","見出し","禹貢白文","禹貢日本語訳","比定地","音韻データ","アイヌ語解釈","出典"
"青州","萊夷","「海岱惟青州，嵎夷既略，濰淄其道。厥土白墳，海濱廣斥。厥田惟上下，厥賦中上。厥貢鹽絺，海物惟錯。岱畎絲、枲、鈆、松、怪石。萊夷作牧。厥篚檿絲。浮于汶，達于濟。」","「東の海と西の泰山のあいだの地域が青州である。東の最果ての地はすでに治まり、濰水と淄水の治水が完了して正しく流れるようになった。その土地の土質は白く、ふっくらと肥えているが、海沿いは広大な塩分を含んだ湿地である。田の等級は「上下」（上から3番目）であるが、税の等級は「中上」（上から4番目）である。貢物は塩や葛布であり、そのほか様々な海の産物が交じり合っている。さらに泰山の谷間からは、生糸、からむし、鉛、松の木、珍しい形の鑑賞石が産出される。萊夷の地は、放牧に適した地とされた。竹かごに入れて献上する上質な品は、山桑の繭から紡いだ頑丈な生糸である。これらの貢物は、汶水・遂水に船を浮かべて運び、済水へと乗り入れて中央へと運ばれる。」","山東半島の東部に居住していた古代の部族、およびその居住地域（萊の地）。現在の山東省煙台市・竜口市周辺（古くの「莱州」一帯）に比定。","上古音：「萊」l əɡ／l ə／l ə̂ɡ／l əɣ／l əgh
上古音：「夷」d i̯ər／ʎ ǐei／d jed／r ier／r id","アイヌ語：「萊夷」
＝「ル・アク・テュ・アッ(ru-ak-tu-at)」
＝「消えかかった・弟の（ように小さい）・峰が・たくさんある（ところ）」","jomon2_bnum18.html"
"青州","汶","「海岱惟青州，嵎夷既略，濰淄其道。厥土白墳，海濱廣斥。厥田惟上下，厥賦中上。厥貢鹽絺，海物惟錯。岱畎絲、枲、鈆、松、怪石。萊夷作牧。厥篚檿絲。浮于汶，達于濟。」","「東の海と西の泰山のあいだの地域が青州である。東の最果ての地はすでに治まり、濰水と淄水の治水が完了して正しく流れるようになった。その土地の土質は白く、ふっくらと肥えているが、海沿いは広大な塩分を含んだ湿地である。田の等級は「上下」（上から3番目）であるが、税の等級は「中上」（上から4番目）である。貢物は塩や葛布であり、そのほか様々な海の産物が交じり合っている。さらに泰山の谷間からは、生糸、からむし、鉛、松の木、珍しい形の鑑賞石が産出される。萊夷の地は、放牧に適した地とされた。竹かごに入れて献上する上質な品は、山桑の繭から紡いだ頑丈な生糸である。これらの貢物は、汶水・遂水に船を浮かべて運び、済水へと乗り入れて中央へと運ばれる。」","泰山のふもとを流れ、西の済水へと注いでいた大河「大汶河（だいぶんが）」。青州の物産を都へ運ぶための重要な水路（貢道）。","上古音：「汶」 m i̯wən／m ǐwən／m juə̆n／m jwən／m jənh","アイヌ語：「汶」
＝「ムィ・アゥ・ウン(muy-aw-un)」
＝「頂の・角、枝分かれ・にある（ところ）」","jomon2_bnum18.html"
"青州","濟","「海岱惟青州，嵎夷既略，濰淄其道。厥土白墳，海濱廣斥。厥田惟上下，厥賦中上。厥貢鹽絺，海物惟錯。岱畎絲、枲、鈆、松、怪石。萊夷作牧。厥篚檿絲。浮于汶，達于濟。」","「東の海と西の泰山のあいだの地域が青州である。東の最果ての地はすでに治まり、濰水と淄水の治水が完了して正しく流れるようになった。その土地の土質は白く、ふっくらと肥えているが、海沿いは広大な塩分を含んだ湿地である。田の等級は「上下」（上から3番目）であるが、税の等級は「中上」（上から4番目）である。貢物は塩や葛布であり、そのほか様々な海の産物が交じり合っている。さらに泰山の谷間からは、生糸、からむし、鉛、松の木、珍しい形の鑑賞石が産出される。萊夷の地は、放牧に適した地とされた。竹かごに入れて献上する上質な品は、山桑の繭から紡いだ頑丈な生糸である。これらの貢物は、汶水・遂水に船を浮かべて運び、済水へと乗り入れて中央へと運ばれる。」","かつての「済水」。当時は黄河、長江、淮河と並び「四瀆」と呼ばれた独立した川。現在は消滅。現在の黄河の下流部。","上古音：「濟」ts iər／ts iei／ts ied／ts er／ts idx","アイヌ語：「濟」
＝「テュ・アッ(tu-at)」
＝「峰が・たくさんある（ところ）」","jomon2_bnum18.html"
"徐州","徐州","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","主に現在の山東省南部と江蘇省・安徽省の北部（淮河流域の北側）にまたがる平野部。北は泰山、南は淮河（わいが）に挟まれた地域。","上古音：「徐」dz i̯o／z ǐa／z jaɡ／r jaɣ／sd jag","アイヌ語：「徐州」
＝「テュ・アク(tu-ak)」
＝「峰の・弟（のように小さいもの）」","jomon2_bnum18.html"
"徐州","岱","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","岱（泰山）。","上古音：「岱」dʰ əɡ／d ə／dʰ ə̂ɡ／d əɣ／d əgh","アイヌ語：「岱」
＝「テュ・アク(tu-ak)」
＝「峰の・弟（のように小さいもの）」","jomon2_bnum18.html"
"徐州","淮","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","中国を東西に流れる大河「淮河」。徐州の南側の境界線。","上古音：「淮」ɡʰ wær／ɣ oəi／ɣ uəd／ɡ rwər／gw rəd","アイヌ語：「淮」
＝「キル・アッ(kir-at)」
＝「山脚が・たくさんある（ところ）」","jomon2_bnum18.html"
"徐州","沂","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","山東省南部から江蘇省北部へと流れる「沂河」。","上古音：「沂」- -／ŋ ǐəi／ŋ jə̆d／ŋ jər／ng jəd","アイヌ語：「沂」
＝「キル・アッ(kir-at)」
＝「山脚が・たくさんある（ところ）」","jomon2_bnum18.html"
"徐州","蒙","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","山東省臨沂（りんぎ）市蒙陰県・平邑県にある「蒙山」。古くから霊山として崇められた山。","上古音：「蒙」m uŋ／m ɔŋ／m ûŋ／m ewŋ／m ung","アイヌ語：「蒙」
＝「ム・ク(mu-ku)」
＝「ふさがっている・矢（のように鋭い峰）」
※アイヌ語「ク＝弓」。朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum18.html"
"徐州","羽","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","山東省臨沂市臨沭県と江蘇省連雲港市東海県の境界付近にある「羽山」。","上古音：「羽」ɡ i̯wo／ɣ ǐwa／ɣ juaɡ／ɣ jwaɣ／gw jagx","アイヌ語：「羽」
＝「キル・アク(kir-ak)」
＝「山脚の・弟（のように小さい峰）」","jomon2_bnum18.html"
"徐州","大野","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","山東省巨野県の北にあった広大な湿地帯「大野沢」。","上古音：「大」tʰ ɑd, dʰ ɑd／d at／dʰ ɑd／d ar／d adh
上古音：「野」d i̯ɔ／ʎ ia／d jăɡ／r aɣ／r iagx","アイヌ語：「大野」
＝「テュ・アッ・テュ・アク(tu-at-tu-ak)」
＝「峰が・たくさんある・峰の・弟（のように小さいもの）」","jomon2_bnum18.html"
"徐州","東原","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","山東省泰安市東平県の東部から、寧陽県・肥城市あたりに広がる平野部である。","上古音：「東」t uŋ／t uŋ／t uŋ／t uŋ／t ung／t oŋ
上古音：「原」ŋ i̯wăn／ŋ ǐwan／ŋ juăn／ŋ jwan／ngw jan","アイヌ語：「東原」
＝「テュン・キル・アゥ・ウン(tun-kir-aw-un)」＝「間の・山脚の・角、枝分かれ・にある（ところ）」","jomon2_bnum18.html"
"徐州","淮夷","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","淮河流域から山東半島南部にかけて居住していた古代の部族、およびその居住地域。","上古音：「淮」ɡʰ wær／ɣ oəi／ɣ uəd／ɡ rwər／gw rəd
上古音：「夷」d i̯ər／ʎ ǐei／d jed／r ier／r id","アイヌ語：「淮夷」
＝「キル・アッ・テュ・アッ(kir-at-tu-at)」＝「山脚が・たくさんある・峰が・たくさんある（ところ）」","jomon2_bnum18.html"
"徐州","淮","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","中国を東西に流れる大河淮河。徐州の南側の境界線。","上古音：「淮」ɡʰ wær／ɣ oəi／ɣ uəd／ɡ rwər／gw rəd","アイヌ語：「淮」
＝「キル・アッ(kir-at)」
＝「山脚が・たくさんある（ところ）」","jomon2_bnum18.html"
"徐州","泗","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","泗水。山東省から南下して淮河に合流していた川。揚州から長江・海・淮河を経て、中央（現在の山東・河南方面）へ北上するための重要な連絡水路。","上古音：「泗」s i̯əd／s ǐei／s jed／s jier／s jidh","アイヌ語：「泗」
＝「シル・アッ(sir-at)」
＝「山が・たくさんある（ところ）」","jomon2_bnum18.html"
"徐州","河","「海岱及淮惟徐州。淮、沂其乂，蒙、羽其藝。大野既豬，東原厎平。厥土赤埴墳，草木漸包。厥田惟上中，厥賦惟下上。厥貢惟土五色，羽畎夏狄，嶧陽孤桐，泗濱浮磬，淮夷蠙珠及魚。厥篚玄纖縞。浮于淮、泗，達于河。」","「東の海、北の泰山、そして南の淮水に囲まれた地域が徐州である。淮水と沂水の流域はすでに治まり、蒙山と羽山の周辺は耕作ができるようになった。大野澤の水はせき止められて池（湖）となり、東原の地はよく平らになった。その土地の土質は赤く、粘り気があってふっくらと肥えており、草木は成長して次第に生い茂っている。田の等級は「上中」（上から2番目）と優れているが、税の等級は「中中」（上から5番目）である。貢物は五色の粘土、羽山の谷間から採れるキジの羽、嶧山の南側から採れる特産のキリの木、泗水のほとりから採れる浮磬（石磬の材料となる石）、そして淮水付近に住む先住民族（淮夷）が献上する真珠と魚である。竹かごに入れて献上する上質な品は、黒い薄絹ときめの細かい白絹である。これらの貢物は、淮水や泗水に船を浮かべて運び、黄河へと乗り入れて中央へと運ばれる。」","黄河。","上古音：「河」ɡʰ ɑ／ɣ ai／ɣ ɑ／ɡ a／g ar","アイヌ語：「河」
＝「キル・アゥ(kir-aw)」
＝「山脚の・角、枝分かれ」","jomon2_bnum18.html"
"揚州","揚（州）","「淮海惟揚州。彭蠡既豬，陽鳥攸居。三江既入，震澤厎定。篠、簜既敷，厥草惟夭，厥木惟喬。厥土惟塗泥。厥田唯下下，厥賦下上，上錯。厥貢惟金三品，瑤、琨、篠、簜、齒、革、羽毛惟木。鳥夷卉服。厥篚織貝，厥包橘柚，錫貢。沿于江、海，達于淮、泗。」","「淮河から海にいたる地域が、揚州である。彭蠡の水は一箇所に集まり、渡り鳥がそこに落ち着いて住めるようになった。三江が海へと流れ込み、震澤の水害も収まって安定した。篠や簜が一面に茂り、その草は非常に青々と生い茂り、木々は高くまっすぐに伸びた。この地の土は泥である。田畑の等級は「下下」であるが、税の等級は「下上」であり、年によってはさらに上の等級が混じることもある。その貢物は、三品の金属、瑶や琨、篠・簜、象牙、皮革、羽毛、獣の毛、そして木材である。ここに住む鳥夷は、草で編んだ衣服を着ている。竹籠に詰めた貝紫の織物、および包みにした橘や柚は、命じられたときにだけ献上する。これらを都に運ぶ際は、長江や海を沿うように下り、淮河や泗水に到達して都へと向かう。」","淮河より南、長江の下流域から、南の海岸線に至るまでの広大な江南・華南地域。","上古音：「揚」d i̯aŋ／ʎ ǐaŋ／d jaŋ／r iaŋ／r ang","アイヌ語：「揚（州）」
＝「テュ・アゥ・ウン(tu-aw-un)」
＝「峰の・角、枝分かれ・にある（ところ）」","jomon2_bnum18.html"
"揚州","淮","「淮海惟揚州。彭蠡既豬，陽鳥攸居。三江既入，震澤厎定。篠、簜既敷，厥草惟夭，厥木惟喬。厥土惟塗泥。厥田唯下下，厥賦下上，上錯。厥貢惟金三品，瑤、琨、篠、簜、齒、革、羽毛惟木。鳥夷卉服。厥篚織貝，厥包橘柚，錫貢。沿于江、海，達于淮、泗。」","「淮河から海にいたる地域が、揚州である。彭蠡の水は一箇所に集まり、渡り鳥がそこに落ち着いて住めるようになった。三江が海へと流れ込み、震澤の水害も収まって安定した。篠や簜が一面に茂り、その草は非常に青々と生い茂り、木々は高くまっすぐに伸びた。この地の土は泥である。田畑の等級は「下下」であるが、税の等級は「下上」であり、年によってはさらに上の等級が混じることもある。その貢物は、三品の金属、瑶や琨、篠・簜、象牙、皮革、羽毛、獣の毛、そして木材である。ここに住む鳥夷は、草で編んだ衣服を着ている。竹籠に詰めた貝紫の織物、および包みにした橘や柚は、命じられたときにだけ献上する。これらを都に運ぶ際は、長江や海を沿うように下り、淮河や泗水に到達して都へと向かう。」","中国を東西に流れる大河淮河。徐州の南側の境界線。","上古音：「淮」ɡʰ wær／ɣ oəi／ɣ uəd／ɡ rwər／gw rəd","アイヌ語：「淮」
＝「キル・アッ(kir-at)」
＝「山脚が・たくさんある（ところ）」","jomon2_bnum18.html"
"揚州","彭蠡","「淮海惟揚州。彭蠡既豬，陽鳥攸居。三江既入，震澤厎定。篠、簜既敷，厥草惟夭，厥木惟喬。厥土惟塗泥。厥田唯下下，厥賦下上，上錯。厥貢惟金三品，瑤、琨、篠、簜、齒、革、羽毛惟木。鳥夷卉服。厥篚織貝，厥包橘柚，錫貢。沿于江、海，達于淮、泗。」","「淮河から海にいたる地域が、揚州である。彭蠡の水は一箇所に集まり、渡り鳥がそこに落ち着いて住めるようになった。三江が海へと流れ込み、震澤の水害も収まって安定した。篠や簜が一面に茂り、その草は非常に青々と生い茂り、木々は高くまっすぐに伸びた。この地の土は泥である。田畑の等級は「下下」であるが、税の等級は「下上」であり、年によってはさらに上の等級が混じることもある。その貢物は、三品の金属、瑶や琨、篠・簜、象牙、皮革、羽毛、獣の毛、そして木材である。ここに住む鳥夷は、草で編んだ衣服を着ている。竹籠に詰めた貝紫の織物、および包みにした橘や柚は、命じられたときにだけ献上する。これらを都に運ぶ際は、長江や海を沿うように下り、淮河や泗水に到達して都へと向かう。」","鄱陽湖。江西省にある中国最大の淡水湖。当時は現在よりも北側に位置する巨大な湿地帯。","上古音：「彭」bʰ ăŋ／b eaŋ／bʰ uăŋ／b rwaŋ／b rang
上古音：「蠡」- -／l iei／l ieɡ／l eɣ／l igx","アイヌ語：「彭蠡」
＝「プ・アゥ・ウン・リ・アク(pu-aw-un-ri-ak)」
＝「倉の（屋根のような三角山の）・角、枝分かれ・にある・高い・弟の（ように小さいもの）」","jomon2_bnum18.html"
"揚州","三江","「淮海惟揚州。彭蠡既豬，陽鳥攸居。三江既入，震澤厎定。篠、簜既敷，厥草惟夭，厥木惟喬。厥土惟塗泥。厥田唯下下，厥賦下上，上錯。厥貢惟金三品，瑤、琨、篠、簜、齒、革、羽毛惟木。鳥夷卉服。厥篚織貝，厥包橘柚，錫貢。沿于江、海，達于淮、泗。」","「淮河から海にいたる地域が、揚州である。彭蠡の水は一箇所に集まり、渡り鳥がそこに落ち着いて住めるようになった。三江が海へと流れ込み、震澤の水害も収まって安定した。篠や簜が一面に茂り、その草は非常に青々と生い茂り、木々は高くまっすぐに伸びた。この地の土は泥である。田畑の等級は「下下」であるが、税の等級は「下上」であり、年によってはさらに上の等級が混じることもある。その貢物は、三品の金属、瑶や琨、篠・簜、象牙、皮革、羽毛、獣の毛、そして木材である。ここに住む鳥夷は、草で編んだ衣服を着ている。竹籠に詰めた貝紫の織物、および包みにした橘や柚は、命じられたときにだけ献上する。これらを都に運ぶ際は、長江や海を沿うように下り、淮河や泗水に到達して都へと向かう。」","長江が太湖周辺で海へ流れ込む際の3つの広大な分流、あるいは太湖から海へ注ぐ3つの川（松江・婁江・東江）。","上古音：「三」s əm／s əm／s ə̂m／s əm／s əm
上古音：「江」k ŭŋ／k eɔŋ／k uŋ／k rewŋ／k rung","アイヌ語：「三江」
＝「シル・アム・ク・アゥ・ウン(sir-am-ku-aw-un)」
＝「山の・爪の（ように平べったく鋭い）・矢の（ように鋭い峰の）・角、枝分かれ・にある（ところ）」
※アイヌ語「ク＝弓」。朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum18.html"
